1568493910100;-888;-16940;-2264;34.51;-1195;-421;859
1568493910200;-1300;-16408;-2528;34.46;-578;-565;-55
1568493910300;-976;-16900;-2276;34.37;-159;-566;-616
1568493910400;-916;-16904;-2256;34.55;-903;-501;424
1568493910500;-1412;-16560;-2532;34.46;-487;-706;-583
1568493910600;-972;-17160;-2296;34.41;-567;-595;-210
1568493910700;-1420;-16400;-2276;34.51;-1054;-482;265
1568493910800;-908;-16020;-2788;34.51;-869;-495;61
1568493910900;-1164;-16840;-2680;34.55;113;-676;-694
1568493911000;-1036;-16784;-2456;34.37;-720;-489;14
1568493911100;-1308;-16540;-2544;34.41;-745;-523;7
1568493911200;-1360;-16288;-2844;34.46;-620;-623;-538
1568493911300;-956;-16992;-2400;34.41;-104;-547;-207
1568493911400;-1112;-16720;-2700;34.41;-564;-439;-85
1568493911500;-656;-16400;-2748;34.51;-1110;-377;798
1568493911600;-1316;-15664;-2932;34.60;21;-523;-817
1568493911700;-744;-17300;-2592;34.51;-818;-480;-694
1568493911800;-1240;-16504;-2684;34.51;-894;-434;80
1568493911900;-1320;-16384;-3120;34.55;-408;-559;-98
1568493912000;-1340;-16484;-3120;34.51;-215;-518;-395
1568493912100;-852;-16580;-2880;34.46;-299;-430;-240
1568493912200;-872;-16220;-2848;34.41;-530;-247;450
1568493912300;-1288;-16200;-2888;34.55;-729;-706;-746
1568493912400;-588;-14756;-2760;34.41;302;-632;-966
1568493912500;-752;-16048;-2740;34.41;-1043;-316;332
1568493912600;-312;-16364;-3260;34.51;-754;-537;-209
1568493912700;-1016;-16616;-2800;34.51;-416;-663;-704
1568493912800;60;-15124;-1596;34.51;-226;-613;-562
1568493912900;-716;-15996;-2776;34.55;-495;-527;-427
1568493913000;-1004;-16996;-3084;34.60;-758;-513;433
1568493913100;-1028;-14916;-3120;34.55;-613;-704;-660
1568493913200;-608;-16464;-3120;34.46;-1228;-395;0
1568493913300;-924;-16308;-2880;34.51;-1484;-723;-89
1568493913400;-1168;-16288;-3080;34.51;-319;-58;541
1568493913500;-624;-16928;-3036;34.60;462;-961;-2584
1568493913600;156;-16304;-3056;34.51;-1111;-548;-682
1568493913700;-508;-16740;-3208;34.51;-1076;-502;226
1568493913800;-584;-17052;-3488;34.46;-946;-649;-97
1568493913900;-488;-16488;-3320;34.55;-9;-538;-955
1568493914000;-184;-16544;-3100;34.55;-1069;-474;329
1568493914100;-488;-16976;-3412;34.46;-1176;-484;619
1568493914200;-768;-17140;-3636;34.60;74;-607;-925
1568493914300;-236;-16856;-3156;34.55;95;-657;-904
1568493914400;-392;-16912;-3348;34.60;-1163;-547;292
1568493914500;-532;-16232;-3500;34.60;-530;-568;60
1568493914600;-348;-16688;-3320;34.55;-326;-504;-722
1568493914700;-484;-16712;-3460;34.60;-598;-513;-443
1568493914800;-204;-16820;-3568;34.60;-694;-504;110
1568493914900;-536;-17352;-3460;34.60;-951;-583;511
1568493915000;-140;-16648;-3428;34.46;-656;-487;-289
1568493915100;36;-17056;-3744;34.51;-1454;-401;801
1568493915200;-880;-15516;-3904;34.51;-1036;-416;143
1568493915300;-532;-14552;-3604;34.55;157;-863;-1538
1568493915400;156;-16512;-3356;34.46;173;-558;-1052
1568493915500;348;-16852;-3404;34.51;-2265;-254;1528
1568493915600;-848;-16728;-4272;34.65;-3116;751;3554
1568493915700;-956;-15944;-4160;34.60;460;-804;-1490
1568493915800;-624;-16884;-3960;34.51;-1611;-353;1650
1568493915900;-1400;-16580;-4820;34.55;-446;-599;-645
1568493916000;-1104;-16212;-4332;34.60;3586;-1482;-3836
1568493916100;-708;-17320;-2632;34.60;5981;-1115;-4581
1568493916200;500;-13260;-3660;34.55;-2358;-328;95
1568493916300;-644;-16120;-3372;34.65;-1421;-502;59
1568493916400;-240;-16848;-3736;34.60;-982;-483;432
1568493916500;-456;-16132;-4160;34.51;2680;-1813;-3797
1568493916600;696;-17268;-2252;34.51;-83;-595;-585
1568493916700;620;-14908;-4356;34.46;-5575;-403;-4393
1568493916800;-920;-18648;-2456;34.60;-3261;-2004;1507
1568493916900;-588;-20468;-3780;34.65;-12541;4529;738
1568493917000;1988;-19216;440;34.60;1026;10205;14506
1568493917100;3672;-12888;-1232;34.55;6119;17062;13087
1568493917200;4140;-12392;-4104;34.65;13811;14242;1028
1568493917300;4420;-13968;-6124;34.55;16954;8614;-6348
1568493917400;4104;-18544;-6492;34.60;-934;-4043;-9491
1568493917500;-848;-17936;-4320;34.55;-6690;-3129;-6401
1568493917600;-1144;-18936;-5108;34.60;-2035;4041;5352
1568493917700;724;-15976;-3444;34.65;1137;356;6370
1568493917800;-4212;-19016;-5868;34.69;-297;-3571;1768
1568493917900;-588;-19132;-1568;34.60;14773;-1073;2424
1568493918000;1436;-16856;-884;34.69;-1509;-472;-1403
1568493918100;-412;-16400;-1096;34.65;-350;-515;1254
1568493918200;220;-17380;-1076;34.55;1770;-489;-3028
1568493918300;-292;-15900;-1584;34.60;150;-509;411
1568493918400;404;-16364;-1496;34.65;-465;-526;623
1568493918500;424;-16556;-1084;34.55;-745;-526;-191
1568493918600;200;-16504;-1236;34.60;-691;-514;-264
1568493918700;288;-16612;-1068;34.65;-605;-526;-215
1568493918800;252;-16772;-1036;34.65;-553;-538;-138
1568493918900;320;-16772;-1084;34.55;-536;-507;-95
1568493919000;284;-16804;-1068;34.69;-435;-504;-138
1568493919100;364;-16788;-1084;34.69;-477;-543;-171
1568493919200;380;-16796;-1092;34.65;-484;-490;-209
1568493919300;384;-16612;-1032;34.60;-470;-518;-211
1568493919400;244;-16788;-1144;34.60;-468;-492;-163
1568493919500;280;-16820;-900;34.60;-489;-528;-161
1568493919600;372;-16764;-1060;34.60;-469;-544;-149
1568493919700;364;-16820;-1016;34.55;-477;-507;-174
1568493919800;336;-16756;-996;34.65;-464;-545;-193
1568493919900;424;-16840;-1096;34.69;-497;-497;-205
1568493920000;368;-16792;-1000;34.55;-476;-538;-201
1568493920100;372;-16752;-1036;34.65;-473;-468;-189
1568493920200;364;-16768;-1024;34.55;-465;-497;-205
1568493920300;396;-16868;-1064;34.60;-481;-524;-181
1568493920400;304;-16852;-1056;34.69;-485;-499;-158
1568493920500;248;-16824;-1084;34.65;-459;-503;-186
1568493920600;364;-16692;-1036;34.65;-459;-512;-191
1568493920700;320;-16772;-956;34.60;-451;-536;-228
1568493920800;264;-16820;-1116;34.60;-474;-494;-186
1568493920900;336;-16756;-1224;34.60;-487;-522;-191
1568493921000;344;-16832;-948;34.69;-477;-566;-185
1568493921100;272;-16816;-1008;34.60;-473;-533;-195
1568493921200;340;-16808;-1100;34.69;-436;-527;-175
1568493921300;348;-16800;-984;34.69;-468;-520;-211
1568493921400;424;-16720;-996;34.51;-480;-516;-205
1568493921500;316;-16792;-1108;34.55;-464;-485;-188
1568493921600;300;-16820;-1096;34.60;-460;-506;-189
1568493921700;320;-16832;-988;34.74;-483;-510;-170
1568493921800;384;-16732;-1032;34.60;-472;-519;-169
1568493921900;320;-16768;-912;34.55;-469;-521;-171
1568493922000;316;-15680;-1196;34.55;10;-512;37
1568493922100;456;-16296;-1212;34.65;-525;-498;-612
1568493922200;244;-16608;-976;34.65;-519;-510;-390
1568493922300;228;-16692;-1068;34.74;-492;-505;-21
1568493922400;244;-16740;-1060;34.65;-471;-510;-1
1568493922500;460;-16800;-1056;34.55;-468;-491;-160
1568493922600;220;-16780;-1040;34.65;-607;-482;-11
1568493922700;208;-16712;-1180;34.60;-609;-546;36
1568493922800;276;-16716;-1160;34.65;-555;-517;-108
1568493922900;400;-16776;-1084;34.74;-540;-551;-183
1568493923000;372;-16704;-984;34.65;-349;-515;-253
1568493923100;340;-16808;-944;34.74;-381;-547;-226
1568493923200;316;-16764;-1056;34.65;-468;-503;-215
1568493923300;348;-16684;-936;34.65;-498;-500;-402
1568493923400;200;-16744;-1004;34.69;-498;-550;-352
1568493923500;316;-16684;-1048;34.74;-425;-523;-212
1568493923600;272;-16832;-1120;34.60;-483;-482;-194
1568493923700;364;-16804;-1228;34.65;-451;-503;-164
1568493923800;308;-16748;-968;34.65;-494;-526;-186
1568493923900;180;-16812;-1060;34.74;-489;-517;-326
1568493924000;360;-16840;-1048;34.60;-504;-518;-254
1568493924100;128;-16776;-952;34.69;-471;-511;-274
1568493924200;380;-16816;-908;34.65;-446;-489;-197
1568493924300;400;-16796;-964;34.74;-432;-493;-127
1568493924400;268;-16724;-992;34.79;-453;-490;-180
1568493924500;380;-16752;-1032;34.69;-470;-513;-179
1568493924600;292;-16600;-1012;34.60;-451;-542;-205
1568493924700;364;-16816;-996;34.74;-465;-466;-200
1568493924800;312;-16780;-1152;34.65;-488;-506;-181
1568493924900;260;-16820;-1040;34.74;-441;-531;-171
1568493925000;328;-16852;-936;34.60;-489;-551;-162
1568493925100;460;-16792;-1048;34.69;-469;-519;-161
1568493925200;300;-16796;-1068;34.65;-478;-524;-183
1568493925300;356;-16756;-980;34.65;-441;-502;-177
1568493925400;320;-16764;-1012;34.74;-444;-493;-206
1568493925500;448;-16844;-960;34.69;-466;-527;-178
1568493925600;292;-16816;-996;34.74;-478;-508;-167
1568493925700;408;-16848;-996;34.74;-479;-481;-196
1568493925800;292;-16692;-952;34.65;-444;-518;-181
1568493925900;360;-16696;-900;34.74;-457;-541;-156
1568493926000;464;-16792;-1104;34.74;-492;-519;-141
1568493926100;328;-16716;-1068;34.74;-488;-490;-213
1568493926200;280;-16716;-872;34.65;-466;-511;-210
1568493926300;268;-16752;-1024;34.69;-467;-521;-167
1568493926400;308;-16888;-988;34.79;-458;-517;-167
1568493926500;388;-16924;-1016;34.74;-454;-541;-155
1568493926600;296;-16728;-1092;34.69;-483;-521;-191
1568493926700;304;-16784;-1084;34.74;-497;-499;-152
1568493926800;304;-16792;-1124;34.74;-468;-508;-197
1568493926900;336;-16772;-1056;34.74;-451;-494;-188
1568493927000;264;-16720;-1172;34.69;-476;-545;-193
1568493927100;324;-16804;-1140;34.69;-471;-522;-180
1568493927200;316;-16812;-916;34.69;-442;-540;-165
1568493927300;308;-16796;-1044;34.74;-470;-503;-171
1568493927400;288;-16804;-1108;34.74;-489;-500;-164
1568493927500;328;-16696;-932;34.79;-442;-513;-156
1568493927600;356;-16776;-1128;34.79;-471;-508;-182
1568493927700;344;-16764;-1044;34.69;-470;-498;-180
1568493927800;224;-16820;-1012;34.69;-461;-507;-192
1568493927900;364;-16760;-1104;34.88;-469;-514;-187
1568493928000;348;-16808;-984;34.69;-444;-513;-220
1568493928100;276;-16812;-880;34.69;-495;-521;-230
1568493928200;428;-16772;-1024;34.74;-495;-510;-191
1568493928300;348;-16860;-956;34.79;-444;-511;-204
1568493928400;396;-16816;-988;34.79;-491;-491;-146
1568493928500;440;-16832;-1144;34.79;-456;-508;-174
1568493928600;424;-16792;-984;34.74;-451;-504;-187
1568493928700;408;-16712;-1012;34.74;-499;-519;-194
1568493928800;360;-16668;-1016;34.65;-468;-517;-157
1568493928900;380;-16704;-972;34.74;-459;-489;-160
1568493929000;388;-16752;-1264;34.79;-454;-516;-173
1568493929100;396;-16784;-1092;34.69;-424;-474;-172
1568493929200;324;-16772;-988;34.74;-438;-535;-182
1568493929300;360;-16692;-1048;34.74;-461;-508;-176
1568493929400;240;-16808;-1180;34.79;-474;-535;-185
1568493929500;444;-16756;-1020;34.74;-481;-517;-253
1568493929600;236;-16740;-1060;34.74;-468;-502;-229
1568493929700;300;-16712;-980;34.74;-465;-523;-203
1568493929800;348;-16796;-1072;34.74;-479;-529;-186
1568493929900;344;-16776;-1068;34.74;-463;-535;-240
1568493930000;292;-16796;-1092;34.69;-428;-528;-135
1568493930100;228;-16920;-1052;34.79;-464;-500;-200
1568493930200;424;-16764;-1120;34.69;-478;-533;-162
1568493930300;288;-16700;-1080;34.69;-429;-533;-213
1568493930400;340;-16744;-1032;34.69;-473;-535;-165
1568493930500;364;-16692;-1116;34.69;-460;-484;-183
1568493930600;332;-16768;-952;34.74;-460;-490;-183
1568493930700;376;-16776;-1092;34.65;-449;-480;-169
1568493930800;324;-16756;-1060;34.84;-467;-492;-173
1568493930900;348;-16824;-980;34.79;-464;-511;-204
1568493931000;240;-16688;-992;34.79;-492;-496;-206
1568493931100;256;-16668;-1020;34.69;-461;-491;-196
1568493931200;216;-16752;-1088;34.79;-457;-538;-181
1568493931300;328;-16804;-1032;34.79;-470;-489;-169
1568493931400;324;-16764;-1072;34.79;-483;-537;-197
1568493931500;280;-16708;-1156;34.65;-463;-503;-216
1568493931600;320;-16772;-1032;34.79;-502;-521;-197
1568493931700;316;-16800;-1124;34.79;-489;-510;-194
1568493931800;340;-16756;-940;34.88;-521;-501;-201
1568493931900;320;-16732;-948;34.79;-461;-493;-181
1568493932000;272;-16752;-1044;34.84;-472;-561;-196
1568493932100;380;-16824;-1024;34.84;-433;-491;-166
1568493932200;244;-16800;-968;34.88;-438;-498;-196
1568493932300;376;-16784;-1044;34.88;-454;-509;-210
1568493932400;344;-16788;-1040;34.84;-443;-551;-236
1568493932500;304;-16832;-984;34.79;-412;-528;-239
1568493932600;188;-16844;-1016;34.84;-460;-488;-234
1568493932700;364;-16828;-924;34.84;-479;-539;-157
1568493932800;248;-16780;-1008;34.69;-485;-499;-177
1568493932900;348;-16772;-1120;34.84;-465;-534;-195
1568493933000;412;-16836;-1088;34.69;-474;-498;-165
1568493933100;312;-16812;-924;34.79;-453;-514;-160
1568493933200;336;-16684;-1064;34.79;-441;-508;-220
1568493933300;344;-16816;-1016;34.88;-477;-525;-220
1568493933400;336;-16876;-1160;34.79;-447;-511;-197
1568493933500;400;-16896;-1248;34.74;-426;-532;-253
1568493933600;296;-16788;-1068;34.84;-454;-500;-169
1568493933700;416;-16776;-1012;34.79;-474;-508;-179
1568493933800;304;-16724;-924;34.79;-493;-537;-159
1568493933900;292;-16732;-1088;34.79;-474;-510;-181
1568493934000;344;-16828;-1112;34.84;-448;-513;-182
1568493934100;228;-16864;-1152;34.74;-439;-521;-178
1568493934200;292;-16764;-1140;34.79;-482;-524;-173
1568493934300;320;-16784;-1056;34.84;-477;-488;-173
1568493934400;380;-16824;-976;34.88;-466;-512;-148
1568493934500;292;-16788;-960;34.79;-483;-474;-186
1568493934600;332;-16740;-1024;34.69;-480;-523;-170
1568493934700;364;-16820;-1056;34.79;-503;-497;-173
1568493934800;264;-16656;-1040;34.88;-483;-529;-235
1568493934900;256;-16788;-900;34.79;-497;-491;-182
1568493935000;328;-16748;-1080;34.79;-469;-503;-199
1568493935100;336;-16784;-940;34.79;-473;-515;-172
1568493935200;292;-16816;-1076;34.79;-461;-527;-187
1568493935300;252;-16720;-1004;34.69;-496;-547;-196
1568493935400;184;-16776;-1128;34.74;-476;-525;-165
1568493935500;192;-16868;-984;34.84;-463;-507;-173
1568493935600;332;-16888;-968;34.84;-484;-508;-166
1568493935700;384;-16712;-1056;34.84;-451;-483;-183
1568493935800;308;-16784;-980;34.88;-470;-517;-192
1568493935900;308;-16868;-1084;34.79;-485;-502;-175
1568493936000;356;-16800;-1112;34.88;-456;-525;-193
1568493936100;228;-16844;-1072;34.79;-474;-533;-205
1568493936200;348;-16796;-1140;34.74;-492;-541;-171
1568493936300;436;-16764;-1100;34.79;-454;-498;-164
1568493936400;412;-16824;-944;34.74;-471;-499;-157
1568493936500;328;-16776;-968;34.88;-474;-509;-216
1568493936600;472;-16792;-1016;34.84;-465;-513;-222
1568493936700;312;-16848;-1064;34.84;-509;-507;-200
1568493936800;356;-16820;-1016;34.84;-445;-515;-173
1568493936900;300;-16804;-1144;34.74;-454;-497;-166
1568493937000;328;-16840;-1048;34.74;-479;-544;-155
1568493937100;400;-16784;-972;34.79;-517;-534;-181
1568493937200;360;-16820;-984;34.84;-454;-490;-214
1568493937300;372;-16708;-1084;34.88;-484;-520;-216
1568493937400;336;-16720;-1024;34.79;-480;-521;-275
1568493937500;280;-16720;-1056;34.84;-481;-501;-201
1568493937600;348;-16680;-992;34.84;-420;-514;-147
1568493937700;352;-16768;-1032;34.84;-456;-517;-171
1568493937800;376;-16836;-868;34.88;-473;-545;-183
1568493937900;368;-16756;-1108;34.88;-501;-492;-211
1568493938000;400;-16700;-1136;34.88;-493;-513;-142
1568493938100;380;-16736;-1124;34.74;-460;-502;-173
1568493938200;436;-16792;-940;34.74;-453;-511;-212
1568493938300;228;-16740;-1104;34.79;-475;-526;-183
1568493938400;276;-16636;-1048;34.79;-462;-504;-183
1568493938500;368;-16796;-1056;34.79;-449;-532;-162
1568493938600;288;-16684;-980;34.79;-472;-533;-198
1568493938700;240;-16872;-972;34.93;-453;-526;-167
1568493938800;396;-16752;-956;34.88;-461;-513;-237
1568493938900;312;-16744;-1040;34.88;-499;-520;-160
1568493939000;256;-16760;-956;34.79;-502;-511;-201
1568493939100;272;-16792;-988;34.88;-459;-497;-199
1568493939200;252;-16752;-1208;34.84;-454;-507;-189
1568493939300;316;-16788;-1068;34.84;-453;-497;-179
1568493939400;312;-16804;-1076;34.84;-462;-511;-185
1568493939500;288;-16804;-1020;34.79;-454;-512;-195
1568493939600;220;-16816;-968;34.88;-463;-487;-192
1568493939700;356;-16816;-1108;34.88;-458;-540;-188
1568493939800;248;-16808;-1064;34.84;-467;-478;-199
1568493939900;416;-16676;-1180;34.84;-456;-518;-177
1568493940000;256;-16848;-1068;34.98;-465;-504;-156
1568493940100;332;-16732;-988;34.88;-504;-517;-153
1568493940200;252;-16796;-960;34.88;-473;-518;-186
1568493940300;344;-16832;-1048;34.84;-466;-502;-193
1568493940400;316;-16792;-960;34.84;-473;-528;-182
1568493940500;372;-16740;-984;34.88;-456;-523;-199
1568493940600;312;-16812;-1044;34.88;-461;-512;-207
1568493940700;316;-16800;-1164;34.93;-442;-485;-203
1568493940800;344;-16836;-1096;34.88;-456;-506;-219
1568493940900;296;-16856;-984;34.88;-472;-542;-168
1568493941000;336;-16752;-1184;34.88;-464;-515;-185
1568493941100;344;-16824;-1012;34.84;-488;-469;-183
1568493941200;356;-16872;-1144;34.88;-503;-472;-193
1568493941300;344;-16664;-1052;34.88;-478;-513;-167
1568493941400;240;-16668;-944;34.88;-460;-508;-171
1568493941500;336;-16760;-1148;34.98;-455;-518;-168
1568493941600;292;-16744;-1152;34.93;-472;-570;-162
1568493941700;300;-16836;-1044;34.84;-469;-504;-206
1568493941800;312;-16776;-912;34.84;-507;-523;-182
1568493941900;212;-16676;-1008;34.84;-446;-507;-200
1568493942000;364;-16720;-964;34.93;-477;-525;-178
1568493942100;416;-16788;-1008;34.84;-474;-477;-165
1568493942200;296;-16788;-1032;34.98;-487;-515;-189
1568493942300;480;-16724;-928;34.84;-474;-520;-120
1568493942400;372;-16740;-1148;34.88;-492;-563;-148
1568493942500;292;-16704;-1028;34.88;-475;-513;-179
1568493942600;380;-16764;-892;34.79;-460;-506;-204
1568493942700;324;-16832;-1032;34.93;-490;-517;-210
1568493942800;360;-16796;-1148;34.84;-473;-505;-188
1568493942900;252;-16784;-1060;34.93;-467;-504;-160
1568493943000;364;-16820;-992;34.88;-450;-512;-177
1568493943100;344;-16864;-1012;34.88;-472;-493;-178
1568493943200;324;-16784;-896;34.98;-486;-488;-166
1568493943300;324;-16728;-920;34.88;-477;-545;-187
1568493943400;436;-16852;-1124;34.79;-504;-479;-193
1568493943500;252;-16744;-1032;34.88;-493;-520;-211
1568493943600;252;-16732;-1060;34.84;-527;-500;-235
1568493943700;344;-16748;-1076;34.93;-524;-523;-230
1568493943800;328;-16768;-996;34.93;-464;-514;-189
1568493943900;264;-16888;-964;34.93;-497;-496;-197
1568493944000;204;-16776;-984;34.88;-434;-512;-186
1568493944100;348;-16824;-1060;34.88;-465;-493;-190
1568493944200;300;-16800;-952;34.84;-470;-502;-135
1568493944300;372;-16808;-996;34.88;-459;-515;-142
1568493944400;424;-16732;-1004;34.84;-459;-532;-167
1568493944500;372;-16768;-1040;34.93;-466;-525;-160
1568493944600;256;-16820;-1092;34.88;-462;-533;-214
1568493944700;292;-16788;-1052;34.98;-458;-529;-204
1568493944800;264;-16760;-976;34.98;-425;-493;-182
1568493944900;320;-16816;-952;34.88;-479;-531;-168
1568493945000;292;-16744;-1060;34.93;-455;-504;-192
1568493945100;352;-16820;-1028;34.88;-454;-532;-191
1568493945200;344;-16728;-1136;34.88;-464;-519;-156
1568493945300;328;-16780;-1000;34.88;-486;-493;-173
1568493945400;312;-16656;-1092;34.98;-447;-549;-129
1568493945500;292;-16768;-1164;34.93;-432;-539;-138
1568493945600;204;-16772;-1036;34.98;-462;-497;-169
1568493945700;396;-16784;-1156;34.88;-474;-501;-195
1568493945800;332;-16716;-1128;34.88;-473;-526;-212
1568493945900;296;-16776;-992;34.88;-466;-502;-188
1568493946000;324;-16752;-1028;34.98;-476;-517;-155
1568493946100;284;-16748;-996;34.98;-499;-504;-190
1568493946200;312;-16792;-944;34.88;-469;-493;-173
1568493946300;428;-16808;-988;34.98;-449;-521;-171
1568493946400;332;-16764;-1084;34.84;-448;-483;-210
1568493946500;432;-16724;-1120;34.93;-475;-529;-194
1568493946600;376;-16720;-1168;35.02;-483;-528;-199
1568493946700;340;-16772;-1092;34.98;-485;-474;-173
1568493946800;292;-16760;-880;34.93;-463;-515;-200
1568493946900;428;-16832;-968;34.93;-495;-482;-183
1568493947000;352;-16840;-1084;34.98;-476;-511;-189
1568493947100;260;-16732;-1116;34.93;-470;-498;-178
1568493947200;344;-16852;-976;34.93;-479;-507;-173
1568493947300;348;-16736;-1016;34.84;-481;-512;-192
1568493947400;384;-16748;-1032;34.93;-481;-513;-160
1568493947500;348;-16692;-1072;34.93;-464;-523;-167
1568493947600;380;-16800;-1084;34.88;-472;-517;-165
